Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Price
SSD,MDNVME80-BPX-0128,MyDigitalSSD,BPX 120GB,155,140,678,https://ssd.userbenchmark.com/SpeedTest/217777/BPX,27
SSD,PX-128M8SeG,Plextor,M8Se 128GB,188,116,209,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG,27
SSD,,Toshiba,THNSNH128GCST 128GB,514,77.5,1557,https://ssd.userbenchmark.com/SpeedTest/5795/TOSHIBA-THNSNH128GCST,27
SSD,,Samsung,MZFLV128 128GB,645,70.1,1869,https://ssd.userbenchmark.com/SpeedTest/36806/NVMe-Samsung-MZFLV128,27
SSD,PX-128M8SeGN,Plextor,M8Se 128GB,188,116,209,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG,26
SSD,,Samsung,SM841 2.5 7mm 128GB,532,76.3,3618,https://ssd.userbenchmark.com/SpeedTest/5663/Samsung-SSD-SM841-25--7mm-128GB,24
SSD,SSD7CS900-240-RB,PNY,CS900 240GB,575,74,41689,https://ssd.userbenchmark.com/SpeedTest/180142/PNY-CS900-240GB-SSD,24
SSD,,Toshiba,THNSNS120GBSP 120GB,546,75.4,84,https://ssd.userbenchmark.com/SpeedTest/7190/TOSHIBA-THNSNS120GBSP,23
SSD,SD6SP1M-128G-1012,SanDisk,X110 SATA M.2 128GB,606,72.4,1273,https://ssd.userbenchmark.com/SpeedTest/20731/SanDisk-SD6SP1M128G1012,23
SSD,SD7UB3Q-128G-1122,SanDisk,X300s SATA 128GB,578,73.7,155,https://ssd.userbenchmark.com/SpeedTest/17035/SanDisk-SD7UB3Q128G1122,22
SSD,TS256GSSD720,Transcend,SD720 256GB,574,74,271,https://ssd.userbenchmark.com/SpeedTest/11778/TS256GSS-TS256GSSD720,20
SSD,,Liteonit,LCS-128L9S-11 2.5 7mm 128GB,522,77,435,https://ssd.userbenchmark.com/SpeedTest/8908/LITEON-IT-LCS-128L9S-11-25-7mm-128GB,19
SSD,SD7SB3Q-128G-1002,SanDisk,X300s Non-Secure 128GB,553,75.1,1300,https://ssd.userbenchmark.com/SpeedTest/21087/SanDisk-SD7SB3Q128G1002,19
SSD,,SK,hynix SH920 2.5 128GB,596,72.8,611,https://ssd.userbenchmark.com/SpeedTest/12032/SK--hynix-SH920-25,19
SSD,PX-128M3,Plextor,M3 128GB,588,73.3,675,https://ssd.userbenchmark.com/SpeedTest/1301/PLEXTOR-PX-128M3,15
